,daci,ain0,ain1
238,238,4.259551999999999,0.4111679999999982
239,239,4.274623999999999,0.4011199999999988
240,240,4.289695999999999,0.38102399999999825
241,241,4.309791999999998,0.3659519999999983
242,242,4.329887999999999,0.3458559999999995
243,243,4.344959999999999,0.3307839999999995
244,244,4.365055999999999,0.31068799999999896
245,245,4.380127999999999,0.295615999999999
246,246,4.395199999999999,0.280543999999999
247,247,4.415295999999998,0.26044799999999846
248,248,4.430368,0.24537599999999848
249,249,4.44544,0.2303039999999985
250,250,4.465535999999998,0.21020799999999973
251,251,4.480607999999998,0.19513599999999975
252,252,4.495679999999998,0.18006399999999978
253,253,4.510751999999998,0.16499199999999803
254,254,4.530847999999999,0.14991999999999805
